Player,Pos,Team,Start,End,Yrs,Value,AAV,2-Year_Cash,3-Year_Cash
Ben Sheppard,SF,IND,2023,2023,1,200000,200000,200000,200000
Jarace Walker,PF,IND,2023,2023,1,200000,200000,200000,200000
T.J. McConnell,PG,IND,2023,2023,1,200000,200000,200000,200000
Aaron Nesmith,SF,IND,2023,2023,1,200000,200000,200000,200000
Isaiah Jackson,PF,IND,2023,2023,1,200000,200000,200000,200000
Bennedict Mathurin,SG,IND,2023,2023,1,200000,200000,200000,200000
Tyrese Haliburton,PG,IND,2023,2023,1,200000,200000,200000,200000
Bruce Brown Jr.,SG,IND,2023,2023,1,200000,200000,200000,200000
Myles Turner,C,IND,2023,2023,1,200000,200000,200000,200000
Obi Toppin,PF,IND,2023,2023,1,200000,200000,200000,200000
Buddy Hield,SG,IND,2023,2023,1,200000,200000,200000,200000
Taj Gibson,C,NYK,2023,2023,10,183704,18370,183704,183704
James Johnson,PF,IND,2023,2023,10,183704,18370,183704,183704
James Johnson,PF,IND,2023,2023,10,183704,18370,183704,183704
Isaiah Thomas,PG,PHX,2023,2023,10,183704,18370,183704,183704
Isaiah Thomas,PG,PHX,2023,2023,10,183704,18370,183704,183704
Marcus Morris Sr.,SF,CLE,2023,2023,10,183704,18370,183704,183704
Taj Gibson,C,DET,2023,2023,10,183704,18370,183704,183704
T.J. Warren,SF,MIN,2023,2023,10,167003,16700,167003,167003
T.J. Warren,SF,MIN,2023,2023,10,167003,16700,167003,167003
Justise Winslow,SF,TOR,2023,2023,10,166176,16618,166176,166176
Shaquille Harrison,PG,MEM,2023,2023,10,145301,14530,145301,145301
Zhaire Smith,SG,CLE,2023,2023,10,139290,13929,139290,139290
Javonte Green,SG,CHI,2023,2023,1,136868,136868,136868,136868
Justin Jackson,SF,MIN,2023,2023,10,134863,13486,134863,134863
Hamidou Diallo,SG,WAS,2023,2023,10,134863,13486,134863,134863
DJ Wilson,PF,PHI,2023,2023,10,134863,13486,134863,134863
Chimezie Metu,C,DET,2023,2023,10,134863,13486,134863,134863
Wenyen Gabriel,PF,MEM,2023,2023,10,134863,13486,134863,134863
Luka Garza,C,MIN,2023,2023,1,127683,127683,127683,127683
DaQuan Jeffries,SG,NYK,2023,2023,10,124425,12443,124425,124425
Darius Bazley,PF,PHI,2023,2023,10,124425,12443,124425,124425
Juan Toscano-Anderson,SF,SAC,2023,2023,10,124425,12443,124425,124425
Jaylen Nowell,SG,MEM,2023,2023,10,124425,12443,124425,124425
Jaylen Nowell,SG,MEM,2023,2023,10,124425,12443,124425,124425
Jaylen Nowell,SG,DET,2023,2023,10,124425,12443,124425,124425
Kobi Simmons,PG,TOR,2023,2023,10,124425,12443,124425,124425
Javonte Green,SG,CHI,2023,2023,10,124425,12443,124425,124425
DaQuan Jeffries,SG,NYK,2023,2023,10,124425,12443,124425,124425
Mamadi Diakite,PF,NYK,2023,2023,10,120250,12025,120250,120250
RJ Hampton,PG,WAS,2023,2023,10,120250,12025,120250,120250
Justin Champagnie,SF,WAS,2023,2023,10,116075,11608,116075,116075
Marques Bolden,C,CHA,2023,2023,10,116075,11608,116075,116075
Jordan Goodwin,PG,MEM,2023,2023,10,116075,11608,116075,116075
Malcolm Hill,G,NOP,2023,2023,10,116075,11608,116075,116075
Kai Jones,PF,PHI,2023,2023,10,116075,11608,116075,116075
Jahmi'us Ramsey,SG,TOR,2023,,10,116075,11608,116075,116075
Jahmi'us Ramsey,SG,TOR,2023,2023,10,116075,11608,116075,116075
Isaiah Thomas,PG,PHX,2023,2023,1,110222,110222,110222,110222
Sharife Cooper,PG,CLE,2023,2023,10,103550,10355,103550,103550
Ashton Hagans,PG,POR,2023,2023,10,103550,10355,103550,103550
Zavier Simpson,PG,MEM,2023,2023,10,103550,10355,103550,103550
DeJon Jarreau,SG,MEM,2023,2023,10,103550,10355,103550,103550
DeJon Jarreau,SG,MEM,2023,2023,10,103550,10355,103550,103550
Oscar Tshiebwe,PF,IND,2023,2023,1,100000,100000,100000,100000
Isaiah Wong,PG,IND,2023,2023,1,100000,100000,100000,100000
Kendall Brown,SF,IND,2023,2023,1,100000,100000,100000,100000
Larry Nance Jr.,PF,NOP,2023,2023,1,100000,100000,100000,100000
E.J. Liddell,PF,NOP,2023,2023,1,100000,100000,100000,100000
Kira Lewis Jr.,PG,NOP,2023,2023,1,100000,100000,100000,100000
Jeremiah Robinson-Earl,PF,NOP,2023,2023,1,100000,100000,100000,100000
Cody Zeller,C,NOP,2023,2023,1,100000,100000,100000,100000
Jordan Hawkins,SG,NOP,2023,2023,1,100000,100000,100000,100000
Dyson Daniels,PG,NOP,2023,2023,1,100000,100000,100000,100000
Jose Alvarado,PG,NOP,2023,2023,1,100000,100000,100000,100000
Trey Murphy III,SF,NOP,2023,2023,1,100000,100000,100000,100000
Naji Marshall,SF,NOP,2023,2023,1,100000,100000,100000,100000
C.J. McCollum,SG,NOP,2023,2023,1,100000,100000,100000,100000
Herb Jones,SF,NOP,2023,2023,1,100000,100000,100000,100000
Jonas Valanciunas,C,NOP,2023,2023,1,100000,100000,100000,100000
Zion Williamson,PF,NOP,2023,2023,1,100000,100000,100000,100000
Brandon Ingram,SF,NOP,2023,2023,1,100000,100000,100000,100000
Jae Crowder,SF,MIL,2023,2023,1,100000,100000,100000,100000
Pat Connaughton,SG,MIL,2023,2023,1,100000,100000,100000,100000
Robin Lopez,C,MIL,2023,2023,1,100000,100000,100000,100000
Chris Livingston,SF,MIL,2023,2023,1,100000,100000,100000,100000
Thanasis Antetokounmpo,SF,MIL,2023,2023,1,100000,100000,100000,100000
Andre Jackson Jr.,SG,MIL,2023,2023,1,100000,100000,100000,100000
Cameron Payne,PG,MIL,2023,2023,1,100000,100000,100000,100000
AJ Green,SG,MIL,2023,2023,1,100000,100000,100000,100000
MarJon Beauchamp,SG,MIL,2023,2023,1,100000,100000,100000,100000
Bobby Portis,PF,MIL,2023,2023,1,100000,100000,100000,100000
Damian Lillard,PG,MIL,2023,2023,1,100000,100000,100000,100000
Malik Beasley,SG,MIL,2023,2023,1,100000,100000,100000,100000
Brook Lopez,C,MIL,2023,2023,1,100000,100000,100000,100000
Giannis Antetokounmpo,PF,MIL,2023,2023,1,100000,100000,100000,100000
Khris Middleton,SF,MIL,2023,2023,1,100000,100000,100000,100000
Tosan Evbuomwan,SG,DET,2023,2023,10,70777,7078,70777,70777
Malik Williams,C,TOR,2023,2023,10,64343,6434,64343,64343
Maozinha Pereira,F,MEM,2023,2023,10,64343,6434,64343,64343
Maozinha Pereira,F,MEM,2023,2023,10,64343,6434,64343,64343
Taevion Kinsey,G,UTA,2023,2023,10,64343,6434,64343,64343
Izaiah Brockington,G,NOP,2023,2023,10,64343,6434,64343,64343
Matthew Hurt,PF,MEM,2023,2023,10,64343,6434,64343,64343
Jalen Crutcher,G,NOP,2023,2023,10,64343,6434,64343,64343
D.J. Carton,PG,TOR,2023,2023,10,64343,6434,64343,64343
Jacob Toppin,SF,NYK,2023,2023,10,64343,6434,64343,64343
Mouhamadou Gueye,F,TOR,2023,2023,10,64343,6434,64343,64343
Tosan Evbuomwan,SG,MEM,2023,2023,10,64343,6434,64343,64343
Trey Jemison,PF,MEM,2023,2023,10,64343,6434,64343,64343
Matthew Hurt,PF,MEM,2023,2023,10,64343,6434,64343,64343
Trey Jemison,PF,WAS,2023,2023,10,64343,6434,64343,64343
Taze Moore,SF,POR,2023,2023,10,64343,6434,64343,64343
Pete Nance,PF,CLE,2023,2023,10,64343,6434,64343,64343
Jack White,SF,MEM,2023,2023,10,62130,6213,62130,62130
Zavier Simpson,PG,MEM,2023,2023,10,62130,6213,62130,62130
Timmy Allen,SF,MEM,2023,2023,10,57908,5791,57908,57908
Matt Ryan,SF,NOP,2023,2023,1,50000,50000,50000,50000
Dereon Seabron,SG,NOP,2023,2023,1,50000,50000,50000,50000
Marques Bolden,C,MIL,2023,2023,1,50000,50000,50000,50000
Lindell Wigginton,SG,MIL,2023,2023,1,50000,50000,50000,50000
TyTy Washington Jr.,PG,MIL,2023,2023,1,50000,50000,50000,50000
Alex Len,C,SAC,2023,2023,1,50000,50000,50000,50000
Chris Duarte,SF,SAC,2023,2023,1,50000,50000,50000,50000
Davion Mitchell,PG,SAC,2023,2023,1,50000,50000,50000,50000
Colby Jones,SG,SAC,2023,2023,1,50000,50000,50000,50000
Kessler Edwards,SF,SAC,2023,2023,1,50000,50000,50000,50000
JaVale McGee,C,SAC,2023,2023,1,50000,50000,50000,50000
Sasha Vezenkov,SF,SAC,2023,2023,1,50000,50000,50000,50000
Keon Ellis,SF,SAC,2023,2023,1,50000,50000,50000,50000
Malik Monk,SG,SAC,2023,2023,1,50000,50000,50000,50000
Trey Lyles,PF,SAC,2023,2023,1,50000,50000,50000,50000
De'Aaron Fox,PG,SAC,2023,2023,1,50000,50000,50000,50000
Kevin Huerter,SG,SAC,2023,2023,1,50000,50000,50000,50000
Domantas Sabonis,PF,SAC,2023,2023,1,50000,50000,50000,50000
Keegan Murray,PF,SAC,2023,2023,1,50000,50000,50000,50000
Harrison Barnes,PF,SAC,2023,2023,1,50000,50000,50000,50000
Kristaps Porzingis,PF,BOS,2023,2023,1,50000,50000,50000,50000
J.D. Davison,PG,BOS,2023,2023,1,50000,50000,50000,50000
Jordan Walsh,SF,BOS,2023,2023,1,50000,50000,50000,50000
Lamar Stevens,SF,BOS,2023,2023,1,50000,50000,50000,50000
Sviatoslav Mykhailiuk,SG,BOS,2023,2023,1,50000,50000,50000,50000
Oshae Brissett,SF,BOS,2023,2023,1,50000,50000,50000,50000
Luke Kornet,C,BOS,2023,2023,1,50000,50000,50000,50000
Payton Pritchard,PG,BOS,2023,2023,1,50000,50000,50000,50000
Sam Hauser,SF,BOS,2023,2023,1,50000,50000,50000,50000
Dalano Banton,PG,BOS,2023,2023,1,50000,50000,50000,50000
Jrue Holiday,PG,BOS,2023,2023,1,50000,50000,50000,50000
Derrick White,PG,BOS,2023,2023,1,50000,50000,50000,50000
Al Horford,C,BOS,2023,2023,1,50000,50000,50000,50000
Jaylen Brown,SF,BOS,2023,2023,1,50000,50000,50000,50000
Jayson Tatum,PF,BOS,2023,2023,1,50000,50000,50000,50000
Damion Lee,SG,PHX,2023,2023,1,50000,50000,50000,50000
Bradley Beal,SG,PHX,2023,2023,1,50000,50000,50000,50000
Yuta Watanabe,SF,PHX,2023,2023,1,50000,50000,50000,50000
Chimezie Metu,C,PHX,2023,2023,1,50000,50000,50000,50000
Bol Bol,PF,PHX,2023,2023,1,50000,50000,50000,50000
Jordan Goodwin,PG,PHX,2023,2023,1,50000,50000,50000,50000
Keita Bates-Diop,SF,PHX,2023,2023,1,50000,50000,50000,50000
Nassir Little,SF,PHX,2023,2023,1,50000,50000,50000,50000
Josh Okogie,SG,PHX,2023,2023,1,50000,50000,50000,50000
Drew Eubanks,C,PHX,2023,2023,1,50000,50000,50000,50000
Devin Booker,SG,PHX,2023,2023,1,50000,50000,50000,50000
Grayson Allen,SG,PHX,2023,2023,1,50000,50000,50000,50000
Jusuf Nurkic,C,PHX,2023,2023,1,50000,50000,50000,50000
Kevin Durant,SF,PHX,2023,2023,1,50000,50000,50000,50000
Eric Gordon,SG,PHX,2023,2023,1,50000,50000,50000,50000
Dylan Windler,SF,NYK,2023,2023,1,50000,50000,50000,50000
Evan Fournier,SG,NYK,2023,2023,1,50000,50000,50000,50000
DaQuan Jeffries,SG,NYK,2023,2023,1,50000,50000,50000,50000
Ryan Arcidiacono,PG,NYK,2023,2023,1,50000,50000,50000,50000
Miles McBride,PG,NYK,2023,2023,1,50000,50000,50000,50000
Jericho Sims,C,NYK,2023,2023,1,50000,50000,50000,50000
Donte DiVincenzo,SG,NYK,2023,2023,1,50000,50000,50000,50000
Isaiah Hartenstein,C,NYK,2023,2023,1,50000,50000,50000,50000
Immanuel Quickley,PG,NYK,2023,2023,1,50000,50000,50000,50000
Josh Hart,SG,NYK,2023,2023,1,50000,50000,50000,50000
Jalen Brunson,PG,NYK,2023,2023,1,50000,50000,50000,50000
Quentin Grimes,SG,NYK,2023,2023,1,50000,50000,50000,50000
Mitchell Robinson,C,NYK,2023,2023,1,50000,50000,50000,50000
Julius Randle,PF,NYK,2023,2023,1,50000,50000,50000,50000
R.J. Barrett,SG,NYK,2023,2023,1,50000,50000,50000,50000
Jalen Slawson,PF,SAC,2023,2023,1,25000,25000,25000,25000
Jordan Ford,PG,SAC,2023,2023,1,25000,25000,25000,25000
Nathan Knight,PF,BOS,2023,2023,1,25000,25000,25000,25000
Neemias Queta,C,BOS,2023,2023,1,25000,25000,25000,25000
Saben Lee,PG,PHX,2023,2023,1,25000,25000,25000,25000
Udoka Azubuike,C,PHX,2023,2023,1,25000,25000,50000,50000
Jaylen Martin,F,NYK,2023,2023,1,25000,25000,25000,25000
Charlie Brown Jr.,SG,NYK,2023,2023,1,25000,25000,25000,25000
Jacob Toppin,SF,NYK,2023,2023,1,25000,25000,25000,25000
Jaylen Nowell,SG,DET,2023,2023,10,24885,2489,24885,24885
Malik Williams,C,TOR,2023,2023,1,12869,12869,12869,12869
Usman Garuba,PF,GSW,2023,2023,1,11608,11608,11608,11608
Taze Moore,SF,POR,2023,2023,10,6434,643,6434,6434
Justin Champagnie,SF,WAS,2023,2024,2,,,,
Marques Bolden,C,CHA,2023,2024,2,,,,
Jacob Gilyard,PG,BKN,2023,2023,1,,,,
D.J. Carton,PG,TOR,2023,2024,2,,,,
Jeff Dowtin,PG,PHI,2023,2023,1,,,,
RaiQuan Gray,PF,SAS,2023,2024,2,,,,
Jamaree Bouyea,PG,SAS,2023,2024,2,,,,
Harry Giles,C,LAL,2023,2023,1,,,,
Jaylin Galloway,F,MIL,2023,2024,2,,,,
Andrew Funk,SG,CHI,2023,2024,2,,,,
Jordan Goodwin,PG,MEM,2023,2023,1,,,,
Ashton Hagans,PG,POR,2023,2023,1,,,,
Tosan Evbuomwan,SG,DET,2023,2024,2,,,,
Buddy Boeheim,SG,DET,2023,2024,2,,,,
Malcolm Hill,G,NOP,2023,2024,2,,,,
Pat Spencer,G,GSW,2023,2024,2,,,,
Ryan Rollins,SG,MIL,2023,2024,2,,,,
Adam Flagler,G,OKC,2023,2024,2,,,,
Jaylen Martin,F,BKN,2023,2024,2,,,,
Pete Nance,PF,CLE,2023,2023,1,,,,
Alondes Williams,G,MIA,2023,2023,1,,,,
Mason Jones,SG,SAC,2023,2024,2,,,,
Nathan Mensah,F,CHA,2023,2023,1,,,,
Trey Jemison,PF,MEM,2023,2024,2,,,,
Taj Gibson,C,NYK,2023,2023,10,,,183704,183704
Scotty Pippen Jr.,PG,MEM,2023,2024,2,,,,
Skylar Mays,SG,LAL,2023,2023,1,,,,
Jason Preston,PG,UTA,2023,2024,2,,,,
Dylan Windler,SF,LAL,2023,2023,1,,,,
Duane Washington Jr.,PG,NYK,2023,2023,1,,,,
Mamadi Diakite,PF,SAS,2023,2023,1,,,,
Dmytro Skapintsev,C,NYK,2023,2023,1,,,,
Brandon Williams,PG,DAL,2023,2023,1,,,,
Kenneth Lofton Jr.,PF,MEM,2023,2023,1,,,,
Vit Krejci,PG,ATL,2023,2023,1,,,,
Henri Drell,SF,CHI,2023,2023,1,,,,
David Duke Jr.,SG,SAS,2023,2023,1,,,,
Drew Peterson,F,BOS,2023,2023,1,,,,
Jules Bernard,SG,WAS,2023,2023,1,,,,
Jontay Porter,PF,TOR,2023,2023,1,,,,
Jaylen Martin,F,NYK,2023,2023,1,,,,
Ibou Badji,C,POR,2023,2023,1,,,,
Xavier Moon,SG,LAC,2023,2023,1,,,,
Jamaree Bouyea,PG,POR,2023,2023,1,,,,
Jeremiah Robinson-Earl,PF,NOP,2023,2023,1,,,,
Keon Johnson,SG,BKN,2023,2023,1,,,,
Ricky Council IV,G,PHI,2023,2023,1,,,,
Nate Hinton,SG,HOU,2023,2023,1,,,,
Duane Washington Jr.,PG,NYK,2023,2023,1,,,,
Duop Reath,C,POR,2023,2023,1,,,,
Charles Bediako,F,SAS,2023,2023,1,,,,
Jeenathan Williams,SG,HOU,2023,2023,1,,,,
Stanley Umude,G,DET,2023,2023,1,,,,
John Butler Jr.,C,WAS,2023,2023,1,,,,
Nathan Knight,PF,BOS,2023,2023,1,,,,
Jacob Toppin,SF,NYK,2023,2023,1,,,,
Charlie Brown Jr.,SG,NYK,2023,2023,1,,,,
Cole Swider,F,MIA,2023,2023,1,,,,
Trevelin Queen,SG,ORL,2023,2023,1,,,,
Marques Bolden,C,MIL,2023,2023,1,,,,
Greg Brown III,PF,DAL,2023,2023,1,,,,
Dexter Dennis,G,DAL,2023,2023,1,,,,
Javonte Smart,G,PHI,2023,2023,1,,,,
Daishen Nix,PG,MIN,2023,2023,1,,,,
Justin Minaya,F,POR,2023,2023,1,,,,
Josh Christopher,SG,UTA,2023,2023,1,,,,
Skylar Mays,SG,POR,2023,2023,1,,,,
Seth Millner,F,SAS,2023,2023,1,,,,
Joshua Primo,SG,LAC,2023,2023,1,,,,
Theo Maledon,PG,CHA,2023,2023,1,,,,
Jerome Robinson,SG,GSW,2023,2023,1,,,,
Kaiser Gates,SF,NOP,2023,2024,2,,,,
RJ Hampton,PG,MIA,2023,2023,1,,,,
Matt Ryan,SF,NOP,2023,2023,1,,,,
Usman Garuba,PF,GSW,2023,2023,1,,,,
Neemias Queta,C,BOS,2023,2023,1,,,,
Jordan Ford,PG,SAC,2023,2023,1,,,,
Trent Forrest,PG,ATL,2023,2023,1,,,,
G.G. Jackson,PF,MEM,2023,2023,1,,,,
TyTy Washington Jr.,PG,MIL,2023,2023,1,,,,
Olivier Sarr,C,OKC,2023,2023,1,,,,
Lindy Waters III,SF,OKC,2023,2023,1,,,,
Jamal Cain,SF,MIA,2023,2023,1,,,,
Udoka Azubuike,C,PHX,2023,2023,1,,,,
Jordan Miller,SF,LAC,2023,2024,2,,,,
Jermaine Samuels,SF,HOU,2023,2023,1,,,,
Trevor Keels,SG,NYK,2023,2023,1,,,,
Jared Butler,PG,WAS,2023,2023,1,,,,
Dominick Barlow,PF,SAS,2023,2023,1,,,,
Alex Fudge,F,LAL,2023,2024,2,,,,
Dylan Windler,SF,NYK,2023,2023,1,,,,
Kendall Brown,SF,IND,2023,2023,1,,,,
Onuralp Bitim,SG,CHI,2023,2023,1,,,,
Duane Washington Jr.,PG,NYK,2023,2023,1,,,,
Omari Moore,F,MIL,2023,2024,2,,,,
Javon Freeman-Liberty,G,TOR,2023,2023,1,,,,
Lester Quinones,SG,GSW,2023,2023,1,,,,
Nathan Knight,PF,NYK,2023,2023,1,,,,
Ron Harper Jr.,SG,TOR,2023,2023,1,,,,
Admiral Schofield,SF,ORL,2023,2023,1,,,,
Johnny Juzang,SG,UTA,2023,2023,1,,,,
Leaky Black,SF,CHA,2023,2024,2,,,,
Braxton Key,SF,DEN,2023,2023,1,,,,
Armoni Brooks,SG,BKN,2023,2023,1,,,,
Collin Gillespie,PG,DEN,2023,2023,1,,,,
Moussa Diabate,PF,LAC,2023,2023,1,,,,
Azuolas Tubelis,F,PHI,2023,2023,1,,,,
Jay Huff,C,DEN,2023,2023,1,,,,
Jay Scrubb,SG,BOS,2023,2023,1,,,,
Mike Miles Jr.,G,DAL,2023,2023,1,,,1981953,1981953
Saben Lee,PG,PHX,2023,2023,1,,,,
Amari Bailey,PG,CHA,2023,2023,1,,,,
Eugene Omoruyi,SF,WAS,2023,2023,1,,,,
Adama Sanogo,PF,CHI,2023,2023,1,,,,
J.D. Davison,PG,BOS,2023,2023,1,,,,
Keyontae Johnson,SF,OKC,2023,2023,1,,,,
Jaylen Clark,SG,MIN,2023,2024,2,,,,
Emoni Bates,SG,CLE,2023,2023,1,,,,
Miles Norris,PF,ATL,2023,2023,1,,,,
Seth Lundy,SG,ATL,2023,2023,1,,,,
Craig Porter Jr.,G,CLE,2023,2024,2,,,,
Sir'Jabari Rice,G,SAS,2023,2023,1,,,,
John Butler Jr.,C,POR,2023,2023,1,,,,
Jalen Wilson,PF,BKN,2023,2023,1,,,,
Isaiah Mobley,PF,CLE,2023,2023,1,,,,
Dâ€™Moi Hodge,F,LAL,2023,2023,1,,,,
Colin Castleton,PF,LAL,2023,2023,1,,,,
Joey Hauser,PF,UTA,2023,2023,1,,,,
Markquis Nowell,PG,TOR,2023,2023,1,,,,
Jaylen Martin,F,NYK,2023,2024,2,,,,
Oscar Tshiebwe,PF,IND,2023,2023,1,,,,
Isaiah Wong,PG,IND,2023,2023,1,,,,
Jalen Slawson,PF,SAC,2023,2023,1,,,,
Keon Ellis,SF,SAC,2023,2023,1,,,,
Luka Garza,C,MIN,2023,2023,,,,,
Malcolm Cazalon,G,DET,2023,2023,1,,,,
Jared Rhoden,SG,DET,2023,2023,,,,,
Ibou Badji,C,POR,2023,2023,1,,,,
Dru Smith,SG,MIA,2023,2023,1,,,,
Jamaree Bouyea,PG,MIA,2023,2023,1,,,,
Terquavion Smith,SG,PHI,2023,2023,1,,,,
Ricky Council IV,G,PHI,2023,2023,1,,,,
Trevor Hudgins,PG,HOU,2023,2023,1,,,,
Darius Days,SF,HOU,2023,2023,1,,,,
Jacob Toppin,SF,NYK,2023,2023,1,,,,
Ishmail Wainright,SF,PHX,2023,2023,1,,,,
Dylan Windler,SF,ATL,2023,2023,1,,,,
Quenton Jackson,G,IND,2023,2023,1,,,,
Mouhamadou Gueye,F,TOR,2023,2024,2,,,,
Alex Fudge,F,DAL,2023,2024,2,,,,
Alex Fudge,F,DAL,2023,2023,1,,,,
Jaylen Brown,SF,BOS,2024,2028,5,285393640,57078728,102348064,159426792
Anthony Edwards,SG,MIN,2024,2028,5,244623120,48924624,87726912,136651536
Tyrese Haliburton,PG,IND,2024,2028,5,244623120,48924624,87726912,136651536
Karl-Anthony Towns,C,MIN,2024,2027,4,220441984,55110496,102348064,159426792
Devin Booker,SG,PHX,2024,2027,4,220441984,55110496,102348064,159426792
OG Anunoby,SF,NYK,2024,2028,5,212500000,42500000,76206898,118706898
Paul George,SG,PHI,2024,2027,4,211584940,52896235,100871890,154998270
Tyrese Maxey,PG,PHI,2024,2028,5,203852600,40770520,73105760,113876280
LaMelo Ball,PG,CHA,2024,2028,5,203852600,40770520,73105760,113876280
Desmond Bane,SG,MEM,2024,2028,5,197230450,39446090,70730920,110177010
Pascal Siakam,PF,IND,2024,2027,4,188950272,47237568,87726912,136651536
Domantas Sabonis,PF,SAC,2024,2027,4,186016000,46504000,81536000,127008000
Immanuel Quickley,PG,TOR,2024,2028,5,162500000,32500000,65000000,97500000
Kawhi Leonard,SF,LAC,2024,2026,3,149505800,49835267,99205800,149505800
Devin Vassell,SG,SAS,2024,2028,5,135000000,27000000,56347826,83347826
Jrue Holiday,PG,BOS,2024,2027,4,134400000,33600000,62400000,97200000
Jaden McDaniels,PF,MIN,2024,2028,5,131000000,26200000,46979310,73179310
Dejounte Murray,PG,ATL,2024,2027,4,114238204,28559551,51583168,80350704
LeBron James,PF,LAL,2024,2025,2,101355998,50677999,101355998,101355998
Nicolas Claxton,C,BKN,2024,2027,4,97000000,24250000,52909089,76056816
Patrick Williams,PF,CHI,2024,2028,5,90000000,18000000,36000000,54000000
Isaiah Hartenstein,C,OKC,2024,2026,3,87000000,29000000,58500000,87000000
Josh Hart,SG,NYK,2024,2027,4,80915280,20228820,37616240,58540000
Malik Monk,SG,SAC,2024,2027,4,77975308,19493827,36202822,56392857
Miles Bridges,SF,CHA,2024,2026,3,75000000,25000000,52173913,75000000
DeMar DeRozan,SF,CHI,2024,2026,3,73890000,24630000,48150000,73890000
James Harden,SG,LAC,2024,2025,2,70000000,35000000,70000000,70000000
Grayson Allen,SG,PHX,2024,2027,4,70000000,17500000,32500000,50625000
Kentavious Caldwell-Pope,SG,ORL,2024,2026,3,66000000,22000000,44378500,66000000
C.J. McCollum,SG,NOP,2024,2025,2,63999999,32000000,63999999,63999999
Onyeka Okongwu,C,ATL,2024,2027,4,61980000,15495000,29000000,45100000
Isaiah Stewart,C,DET,2024,2027,4,60000000,15000000,30000000,45000000
Kristaps Porzingis,PF,BOS,2024,2025,2,60000000,30000000,60000000,60000000
Obi Toppin,PF,IND,2024,2027,4,58000000,14500000,26975000,41975000
Zaccharie Risacher,SF,ATL,2024,2027,4,57027437,14256859,25766760,39592800
Deni Avdija,SF,WAS,2024,2027,4,55000000,13750000,30000000,43125000
Tobias Harris,PF,DET,2024,2025,2,52000000,26000000,52000000,52000000
Alex Sarr,PF,WAS,2024,2027,4,51036398,12759100,23053920,35424600
Klay Thompson,SG,GSW,2024,2026,3,50000000,16666667,32539683,50000000
Isaiah Joe,SG,OKC,2024,2027,4,48000000,12000000,25353988,36676994
Jarred Vanderbilt,PF,LAL,2024,2027,4,48000000,12000000,22285715,34714286
Reed Sheppard,SG,HOU,2024,2027,4,45853025,11463256,20702520,31811400
Aaron Wiggins,SG,OKC,2024,2028,5,45000000,9000000,20654200,29485976
Royce O'Neale,SF,PHX,2024,2027,4,42000000,10500000,19500000,30375000
Stephon Castle,PG,SAS,2024,2027,4,41351699,10337925,18665640,28681560
Josh Green,SG,DAL,2024,2026,3,41000000,13666667,26320988,41000000
Cole Anthony,PG,ORL,2024,2026,3,39100000,13033333,26000000,39100000
Buddy Hield,SG,PHI,2024,2027,4,37756096,9439024,18000000,27658536
Ron Holland II,SF,DET,2024,2027,4,37463383,9365846,16902600,25972200
Caleb Martin,SF,MIA,2024,2027,4,35040704,8760176,11741118,20705019
Zach Collins,C,SAS,2024,2025,2,34821696,17410848,24815462,24815462
Tidjane Salaun,PF,CHA,2024,2027,4,34035473,8508868,15351960,23589840
Isaac Okoro,SG,CLE,2024,2026,3,33000000,11000000,21185186,33000000
Aaron Nesmith,SF,IND,2024,2026,3,33000000,11000000,22000000,33000000
Zeke Nnaji,PF,DEN,2024,2027,4,32000001,8000000,17066667,24533334
Max Christie,SG,LAL,2024,2027,4,32000000,8000000,10628900,18914614
Donovan Clingan,C,POR,2024,2027,4,31085018,7771255,14014800,21534720
Jonas Valanciunas,C,NOP,2024,2026,3,30295000,10098333,14207069,24207069
Derrick Jones Jr.,SF,LAC,2024,2026,3,30000000,10000000,19523810,30000000
Payton Pritchard,PG,BOS,2024,2027,4,30000000,7500000,13928572,21696429
Rob Dillingham,PG,MIN,2024,2027,4,28491576,7122894,12839040,19728360
Jordan Clarkson,SG,UTA,2024,2025,2,28378291,14189146,28378291,28378291
Kyle Anderson,PF,MIN,2024,2026,3,27658536,9219512,18000000,27658536
Jalen Smith,PF,CHI,2024,2026,3,27000000,9000000,17571429,27000000
Naji Marshall,SF,DAL,2024,2026,3,27000000,9000000,17571429,27000000
Kelly Olynyk,PF,TOR,2024,2025,2,26250000,13125000,18302145,18302145
Zach Edey,C,MEM,2024,2027,4,26202577,6550644,11801880,18134640
